"id";"lang";"label";"desc"
"106";"Q27231";"fr";"Asie de l'Est";"région d'Asie"
"107";"Q27231";"de";"Ostasien";"Region im Osten Asiens"
"108";"Q27231";"en";"East Asia";"subregion of Asia"
"109";"Q27231";"tr";"Doğu Asya";NA
"110";"Q27231";"ar";"شرق آسيا";NA
"111";"Q12824780";"fr";"Asie mineure";"péninsule asiatique située en Turquie"
"112";"Q12824780";"de";"Kleinasien";"Halbinsel im Südwesten Asiens"
"113";"Q12824780";"en";"Asia Minor";"Asian part of Turkey"
"114";"Q12824780";"tr";"Anadolu";"Anadolu'nun eş anlamlısı"
"115";"Q12824780";"ar";"آسيا الصغرى";"شبه جزيرة في تركيا"
"116";"Q27293";"fr";"Asie de l'Ouest";"région d'Asie"
"117";"Q27293";"de";"Vorderasien";"zusammenfassende Bezeichnung für die Großregion im Südwesten des Kontinentes Asien"
"118";"Q27293";"en";"Western Asia";"westernmost portion of Asia"
"119";"Q27293";"tr";"Güneybatı Asya";"Orta Doğu ve Kafkaslar'ın bir bölümünü kapsayan bölge"
"120";"Q27293";"ar";"غرب آسيا";"الجزء الجنوبي الغربي من قارة آسيا"
"121";"Q771405";"fr";"Asie du Sud";"région méridionale de l'Asie"
"122";"Q771405";"de";"Südasien";"Region in Asien"
"123";"Q771405";"en";"South Asia";"southern region of Asia"
"124";"Q771405";"tr";"Güney Asya";"Asya kıtasının güney bölgesi"
"125";"Q771405";"ar";"جنوب آسيا";NA
"126";"Q11708";"fr";"Asie du Sud-Est";"région située à l'est de l'Inde et au sud de la Chine"
"127";"Q11708";"de";"Südostasien";"Teil des asiatischen Kontinents"
"128";"Q11708";"en";"Southeast Asia";"subregion of Asia"
"129";"Q11708";"tr";"Güneydoğu Asya";NA
"130";"Q11708";"ar";"جنوب شرق آسيا";NA
"131";"Q27509";"fr";"Europe centrale";"région d'Europe"
"132";"Q27509";"de";"Mitteleuropa";"Region in Europa"
"133";"Q27509";"en";"Central Europe";"region of Europe"
"134";"Q27509";"tr";"Orta Avrupa";"Avrupa'da bir bölge"
"135";"Q27509";"ar";"أوروبا الوسطى";NA
"136";"Q900636";"fr";"Europe centrale et orientale";"anciens pays du bloc de l'Est et États européens issus de la dislocation de l'URSS"
"137";"Q900636";"de";"Mittel- und Osteuropa";NA
"138";"Q900636";"en";"Central and Eastern Europe";"geographic region"
"139";"Q900636";"tr";NA;NA
"140";"Q900636";"ar";"أوروبا الوسطى والشرقية";"منطقة في بولندا"
"141";"Q16389571";"fr";"Europe médiane";"region"
"142";"Q16389571";"de";"Ostmitteleuropa";"Region in Europa"
"143";"Q16389571";"en";"East-Central Europe";"region of Europe"
"144";"Q16389571";"tr";NA;NA
"145";"Q16389571";"ar";"شرق ووسط أوروبا";NA
"146";"Q27468";"fr";"Europe de l'Est";"partie Est du continent européen"
"147";"Q27468";"de";"Osteuropa";"Region in Europa"
"148";"Q27468";"en";"Eastern Europe";"eastern part of the European continent"
"149";"Q27468";"tr";"Doğu Avrupa";"Avrupa'nın doğu kesimi"
"150";"Q27468";"ar";"أوروبا الشرقية";"منطقة جغرافية تقع في شرق ووسط أوروبا"
"151";"Q27479";"fr";"Europe du Nord";"région d'Europe"
"152";"Q27479";"de";"Nordeuropa";"Region in Europa"
"153";"Q27479";"en";"Northern Europe";"northern region of the European continent"
"154";"Q27479";"tr";"Kuzey Avrupa";"Avrupa'nın kuzey bölgesi"
"155";"Q27479";"ar";"أوروبا الشمالية";"الجزء الشمالي من القارة الأوروبية"
"156";"Q27496";"fr";"Europe de l'Ouest";"région ouest de l'Europe"
"157";"Q27496";"de";"Westeuropa";"Region in Europa"
"158";"Q27496";"en";"Western Europe";"region comprising the westerly countries of Europe"
"159";"Q27496";"tr";"Batı Avrupa";NA
"160";"Q27496";"ar";"أوروبا الغربية";"منطقة تتكون من الدول الغربية من أوروبا"
"161";"Q27449";"fr";"Europe du Sud";"partie de l'Europe"
"162";"Q27449";"de";"Südeuropa";"Region in Europa"
"163";"Q27449";"en";"Southern Europe";"area of Europe"
"164";"Q27449";"tr";"Güney Avrupa";NA
"165";"Q27449";"ar";"أوروبا الجنوبية";"منطقة أوروبية"
"166";"Q263686";"fr";"Europe du Sud-Est";"région géographique"
"167";"Q263686";"de";"Südosteuropa";"Region"
"168";"Q263686";"en";"Southeast Europe";"geographic region"
"169";"Q263686";"tr";"Güneydoğu Avrupa";NA
"170";"Q263686";"ar";"جنوب شرق أوروبا";"منطقة جغرافية"
"171";"Q66065";"fr";"Sahel";"région d'Afrique"
"172";"Q66065";"de";"Sahelzone";"trockenes Gebiet südlich der Sahara"
"173";"Q66065";"en";"Sahel";"transition zone in Africa"
"174";"Q66065";"tr";"Sahel";NA
"175";"Q66065";"ar";"الساحل";"المنطقة الفاصلة بين الصحراء الكُبرى والمناطق الخصبة جنوبها"
"176";"Q6583";"fr";"Sahara";"désert en Afrique"
"177";"Q6583";"de";"Sahara";"Trockenwüste in Afrika"
"178";"Q6583";"en";"Sahara";"desert in Africa"
"179";"Q6583";"tr";"Sahra";"Afrika'da bir çöl"
"180";"Q6583";"ar";"الصحراء الكبرى";"صحراء في شمال أفريقيا"
"181";"Q2841453";"fr";"Amazonie";"région naturelle en Amérique du Sud"
"182";"Q2841453";"de";"Amazonien";"geographischer Bereich in Südamerika"
"183";"Q2841453";"en";"Amazonia";"geographic area of South America covering the rainforest and river basin, the largest remianing rainforest in the world"
"184";"Q2841453";"tr";NA;NA
"185";"Q2841453";"ar";NA;"منطقة في البرازيل"
"186";"Q5456";"fr";"cordillère des Andes";"chaîne de montagnes en Amérique du Sud"
"187";"Q5456";"de";"Anden";"Gebirgskette in Südamerika"
"188";"Q5456";"en";"Andes";"mountain range running along the western side of South America"
"189";"Q5456";"tr";"And Dağları";NA
"190";"Q5456";"ar";"أنديز";"سلسلة جبلية في أمريكا الجنوبية"
"191";"Q1286";"fr";"Alpes";"chaîne de montagnes d'Europe"
"192";"Q1286";"de";"Alpen";"höchstes Gebirge in Mitteleuropa"
"193";"Q1286";"en";"Alps";"mountain range between Germany and Italia"
"194";"Q1286";"tr";"Alpler";"Orta Avrupa'da yer alan bir sıradağ"
"195";"Q1286";"ar";"الألب";"سلسلة جبلية في وسط أوروبا"
"196";"Q5463";"fr";"montagnes Rocheuses";"chaîne de montagnes dans l'Ouest de l'Amérique du Nord"
"197";"Q5463";"de";"Rocky Mountains";"Gebirgszug in Nordamerika"
"198";"Q5463";"en";"Rocky Mountains";"mountain range in North America"
"199";"Q5463";"tr";"Rocky Dağları";"Kuzey Amerika'nın batısındaki sıradağlar"
"200";"Q5463";"ar";"جبال روكي";"سلسلة جبلية في أمريكا الشمالية"
"201";"Q18869";"fr";"Caucase";"région d'Eurasie constituée de montagnes"
"202";"Q18869";"de";"Kaukasus";"naturräumliche Großregion um das Kaukasus-Gebirge"
"203";"Q18869";"en";"Caucasus";"region in Eurasia bordered on the south by Iran, on the southwest by Turkey, on the west by the Black Sea, on the east by the Caspian Sea, and on the north by Russia"
"204";"Q18869";"tr";"Kafkasya";"Karadeniz ve Hazar denizi arasında yer alan, Avrupa ve Asya'nın sınırında bulunan bölge"
"205";"Q18869";"ar";"القوقاز";"منطقة جغرافية سياسية تقع عند حدود أوروبا وآسيا،"
"206";"Q5451";"fr";"Himalaya";"chaîne de montagne en Asie"
"207";"Q5451";"de";"Himalaya";"Hochgebirge in Asien"
"208";"Q5451";"en";"Himalayas";"mountain range in Asia"
"209";"Q5451";"tr";"Himalaya Dağları";"Dünyanın en yüksek sıradağları"
"210";"Q5451";"ar";"هيمالايا";"سلسلة جبلية تقع في آسيا"
"211";"Q23522";"fr";"Balkans";"région géopolitique et culturelle du Sud Est de l'Europe"
"212";"Q23522";"de";"Balkanhalbinsel";"Halbinsel im Südosten Europas"
"213";"Q23522";"en";"Balkans";"geopolitical and cultural region of southeastern Europe"
"214";"Q23522";"tr";"Balkanlar";"Avrupa'nın güney doğusunda yer alan kültürel bölge"
"215";"Q23522";"ar";"البلقان";"مجموعة دول في جنوب شرق أوروبا"
"216";"Q503282";"fr";"Machrek";"zone géographique"
"217";"Q503282";"de";"Maschrek";"historische Region am Mittelmeer und in Mesopotamien"
"218";"Q503282";"en";"Mashriq";"Eastern part of the Arab world"
"219";"Q503282";"tr";"Maşrek";NA
"220";"Q503282";"ar";"المشرق العربي";"الجزء الشرقي من العالم العربي"
"221";"Q28227";"fr";"Maghreb";"région d'Afrique du Nord"
"222";"Q28227";"de";"Maghreb";"Nordafrikanische Territorien von Tunesien, Algerien, Marokko und Westsahara"
"223";"Q28227";"en";"Maghreb";"part of North Africa"
"224";"Q28227";"tr";"Mağrip";NA
"225";"Q28227";"ar";"المغرب العربي";"منطقة جغرافية تشكل الجناح الغربي للوطن العربي"
"226";"Q7204";"fr";"Moyen-Orient";"région géographique"
"227";"Q7204";"de";"Mittlerer Osten";"geographische Großregion im westlichen Asien"
"228";"Q7204";"en";"Middle East";"region that encompasses majority of Western Asia and Egypt"
"229";"Q7204";"tr";"Orta Doğu";"Batı Asya, Kuzey Afrika ve Doğu Akdeniz'in kesiştiği yerde kalan jeografik bölge"
"230";"Q7204";"ar";"الشرق الأوسط";"منطقة جغرافية تشمل بلدان غرب آسيا ومصر"
"231";"Q48214";"fr";"Proche-Orient";"région géographique"
"232";"Q48214";"de";"Naher Osten";"Geographische Großregion in West-und Südasien"
"233";"Q48214";"en";"Near East";"geographical term that roughly encompasses Western Asia"
"234";"Q48214";"tr";"Yakın Doğu";NA
"235";"Q48214";"ar";"شرق أدنى";"مصطلح جغرافي يستخدم للإشارة إلى منطقة الأناضول والهلال الخصيب"
"236";"Q21195";"fr";"Scandinavie";"Région historique et culturelle d'Europe du nord"
"237";"Q21195";"de";"Skandinavien";"Region in Nordeuropa"
"238";"Q21195";"en";"Scandinavia";"region in Northern Europe"
"239";"Q21195";"tr";"İskandinavya";"Avrupa'nın kuzeyinde bir bölge"
"240";"Q21195";"ar";"إسكندنافيا";"إحدى الدول الإسكندنافية الواقعة في شمال أوروبا"
"241";"Q664609";"fr";"Caraïbes";"région au centre-est de l'Amérique composée de nombreuses îles et des régions côtières des pays continentaux bordant la mer des Caraïbes"
"242";"Q664609";"de";"Karibik";"inselreiche Region in Mittelamerika"
"243";"Q664609";"en";"Caribbean";"region to the center-east of America composed of many islands / coastal regions surrounding the Caribbean Sea"
"244";"Q664609";"tr";"Karayipler";"Karayip Denizi'ni, adalarını ve çevreleyen sahilleri kapsayan bölge"
"245";"Q664609";"ar";"الكاريبي";"هو اسم لمنطقة جغرافية في العالم الجديد تتكون من البحر الكاريبي وجزره وشطآنه المحيطة به"
"246";"Q166131";"fr";"Antilles";"archipel bordant le nord et l'est de la mer des Caraïbes"
"247";"Q166131";"de";"Antillen";"Inselgruppe in der Karibik"
"248";"Q166131";"en";"Antilles";"Archipelago bordering the north and east of the Caribbean Sea"
"249";"Q166131";"tr";"Antiller";NA
"250";"Q166131";"ar";"جزر الأنتيل";"مجموعة من الجزر تقع في المحيط الأطلسي والبحر الكاريبي"
"251";"Q93259";"fr";"Petites Antilles";"archipel de petites iles des Caraïbes"
"252";"Q93259";"de";"Kleine Antillen";"Inselgruppe in der Karibik"
"253";"Q93259";"en";"Lesser Antilles";"island arc in the Caribbean Sea"
"254";"Q93259";"tr";"Küçük Antiller";"Karayip denizindeki Batı Hint Adalarını oluşturan adalar topluluğu parçası"
"255";"Q93259";"ar";"جزر الأنتيل الصغرى";"مجموعة من الجزر تقع في البحر الكاريبي والمحيط الأطلسي"
"256";"Q128011";"fr";"Grandes Antilles";"groupe d'île à l'ouest de l'archipel des Antilles"
"257";"Q128011";"de";"Große Antillen";"Inselgruppe in der Karibik"
"258";"Q128011";"en";"Greater Antilles";"island group to the west of the Antilles archipelago"
"259";"Q128011";"tr";"Büyük Antiller";NA
"260";"Q128011";"ar";"جزر الأنتيل الكبرى";"مجموعة من الجزر تقع في المحيط الأطلسي وأمريكا اللاتينية"
"261";"Q37394";"fr";"Mélanésie";"région de l'océan Pacifique"
"262";"Q37394";"de";"Melanesien";"pazifische Inselgruppen"
"263";"Q37394";"en";"Melanesia";"subregion of the Pacific Ocean"
"264";"Q37394";"tr";"Melanezya";NA
"265";"Q37394";"ar";"ميلانيزيا";"مجموعة جزر في المحيط الهادئ"
"266";"Q35942";"fr";"Polynésie";"Large groupement d'îles situées dans le Sud de l'océan Pacifique"
"267";"Q35942";"de";"Polynesien";"großflächige pazifische Inselregion"
"268";"Q35942";"en";"Polynesia";"subregion of Oceania"
"269";"Q35942";"tr";"Polinezya";NA
"270";"Q35942";"ar";"بولنيزيا";"مجموعات كثيرة من الجزر في المحيط الهادئ"
"271";"Q3359409";"fr";"Micronésie";"grande région de l'Océanie"
"272";"Q3359409";"de";"Mikronesien";"Inselgebiet im Pazifik"
"273";"Q3359409";"en";"Micronesia";"subregion of Oceania"
"274";"Q3359409";"tr";"Mikronezya";NA
"275";"Q3359409";"ar";"ميكرونيسيا";"مجموعة جزر في المحيط الهادئ"
"276";"Q97";"fr";"océan Atlantique";"océan de la Terre"
"277";"Q97";"de";"Atlantischer Ozean";"zweitgrößter Ozean der Erde"
"278";"Q97";"en";"Atlantic Ocean";"second largest ocean on Earth"
"279";"Q97";"tr";"Atlas Okyanusu";"Avrupa ve Afrika'yı Amerika'dan ayıran okyanus"
"280";"Q97";"ar";"المحيط الأطلسي";"ثاني أكبر محيط على وجه الأرض"
"281";"Q98";"fr";"océan Pacifique";"océan le plus vaste du globe terrestre"
"282";"Q98";"de";"Pazifischer Ozean";"größter und tiefster Ozean der Erde"
"283";"Q98";"en";"Pacific Ocean";"ocean between Asia and Australia in the west, the Americas in the east and Antarctica or the Southern Ocean"
"284";"Q98";"tr";"Büyük Okyanus";"Amerika, Asya ve Okyanusya kıtaları arasında ve dünyanın en büyük okyanusu"
"285";"Q98";"ar";"المحيط الهادئ";"أكبر محيط على كوكب الأرض"
"286";"Q1239";"fr";"océan Indien";"océan"
"287";"Q1239";"de";"Indischer Ozean";"drittgrößter Ozean der Erde"
"288";"Q1239";"en";"Indian Ocean";"ocean between Africa, Asia, Oceania and Antartica"
"289";"Q1239";"tr";"Hint Okyanusu";"Okyanus"
"290";"Q1239";"ar";"المحيط الهندي";"ثالث أكبر المحيطات بالعالم يقع بين آسيا وأفريقيا"
"291";"Q37660";"fr";"mer de Chine méridionale";"mer faisant partie de l'océan Pacifique"
"292";"Q37660";"de";"Südchinesisches Meer";"Teil des Pazifischen Ozeans"
"293";"Q37660";"en";"South China Sea";"marginal sea of the Pacific Ocean"
"294";"Q37660";"tr";"Güney Çin Denizi";NA
"295";"Q37660";"ar";"بحر الصين الجنوبي";"بحر في جنوب شرق آسيا"
"296";"Q45341";"fr";"mer de Chine orientale";NA
"297";"Q45341";"de";"Ostchinesisches Meer";"pazifisches Randmeer in Ostasien"
"298";"Q45341";"en";"East China Sea";"marginal sea of the Pacific Ocean"
"299";"Q45341";"tr";"Doğu Çin Denizi";"Çin ve Kore kıyılarında, Ryukyu ve Kyushu Adaları ile Büyük Okyanus'tan ayrılan, Büyük Okyanus'un bir kolu"
"300";"Q45341";"ar";"بحر الصين الشرقي";"بحر من المحيط الهاديء"
"301";"Q4918";"fr";"mer Méditerranée";"mer entre l'Europe, l'Asie et l'Afrique"
"302";"Q4918";"de";"Mittelmeer";"Nebenmeer des Atlantischen Ozeans"
"303";"Q4918";"en";"Mediterranean Sea";"sea connected to the Atlantic Ocean surrounded by the Mediterranean region"
"304";"Q4918";"tr";"Akdeniz";"Avrupa, Asya ve Afrika arasında yer alan iç deniz"
"305";"Q4918";"ar";"البحر الأبيض المتوسط";"أكبر بحر في العالم ، يقع بين أفريقيا وأوروبا وآسيا"
"306";"Q34675";"fr";"golfe Persique";"mer entre l'Iran et la péninsule arabique"
"307";"Q34675";"de";"Persischer Golf";"Binnenmeer zwischen dem Iranischen Plateau und der Arabischen Halbinsel"
"308";"Q34675";"en";"Persian Gulf";"extension of the Indian Ocean"
"309";"Q34675";"tr";"Basra Körfezi";"Fars Körfezi"
"310";"Q34675";"ar";"الخليج العربي";"خليج بحري يمتد من خليج عُمان جنوبا حتى شط العرب شمالا"
"311";"Q166";"fr";"mer Noire";"mer située entre l'Europe et l'Anatolie"
"312";"Q166";"de";"Schwarzes Meer";"Binnenmeer"
"313";"Q166";"en";"Black Sea";"sea between Europe and Asia"
"314";"Q166";"tr";"Karadeniz";"Avrupa ve Asya arasında yer alan bir iç deniz"
"315";"Q166";"ar";"البحر الأسود";"بحر شبه مغلق يقع غرب آسيا وجنوب شرق أوروبا"
"316";"Q25322";"fr";"Arctique";"région entourant le pôle Nord de la Terre, à l’intérieur et aux abords du cercle polaire arctique"
"317";"Q25322";"de";"Arktis";"nördliche zirkumpolare Erdregion"
"318";"Q25322";"en";"Arctic";"polar region on the Earth's northern hemisphere"
"319";"Q25322";"tr";"Arktika";NA
"320";"Q25322";"ar";"المنطقة القطبية الشمالية";NA
"321";"Q1070940";"fr";"Asie-Pacifique";NA
"322";"Q1070940";"de";"Asien-Pazifik";"Regionen in Asien, Australien und Ozeanien, die im Westpazifik oder in der Nähe davon liegen"
"323";"Q1070940";"en";"Asia-Pacific";"part of the world in or near the Western Pacific Ocean; typically includes East Asia, South Asia, Southeast Asia, and Oceania"
"324";"Q1070940";"tr";"Asya-Pasifik";NA
"325";"Q1070940";"ar";"آسيا والمحيط الهادئ";NA
"326";"Q2271241";"fr";"Euroméditerranée";"projet de renouvellement urbain autour du port de commerce et des docks à Marseille"
"327";"Q2271241";"de";"Euroméditerranée";NA
"328";"Q2271241";"en";"Euroméditerranée";"urban renewal project around the commercial harbour and docks of Marseille, France"
"329";"Q2271241";"tr";NA;NA
"330";"Q2271241";"ar";NA;NA
"331";"Q7159";"fr";"Union africaine";"organisation intergouvernementale d'États africains"
"332";"Q7159";"de";"Afrikanische Union";"afrikanischer Staatenverbund"
"333";"Q7159";"en";"African Union";"supranational union in Africa"
"334";"Q7159";"tr";"Afrika Birliği";"Afrika ülkelerinin oluşturduğu siyasi birlik"
"335";"Q7159";"ar";"الاتحاد الأفريقي";"منظمة دولية تتألف من 55 دولة إفريقية ذات سيادة"
"336";"Q7172";"fr";"Ligue arabe";"organisation internationale"
"337";"Q7172";"de";"Arabische Liga";"Internationale Organisation arabischer Staaten"
"338";"Q7172";"en";"Arab League";"organization of Arab states"
