"id";"lang";"label"
"76";"Q5401";"en";"Euroasia"
"77";"Q5401";"tr";"Avrasya"
"78";"Q5401";"ar";"أوراسيا"
"79";"Q60140";"fr";"sous-continent indien"
"80";"Q60140";"fr";"monde indien"
"81";"Q60140";"fr";"hindoustan"
"82";"Q60140";"fr";"sud de l'Asie"
"83";"Q60140";"fr";"indo-pakistanais"
"84";"Q60140";"de";"indischer Subkontinent"
"85";"Q60140";"en";"Indian subcontinent"
"86";"Q60140";"en";"Asian subcontinent"
"87";"Q60140";"en";"South Asian subcontinent"
"88";"Q60140";"en";"Indian Subcontinent"
"89";"Q60140";"tr";"Hint altkıtası"
"90";"Q60140";"ar";"شبه القارة الهندية"
"91";"Q60140";"ar";"القارة الهندية"
"92";"Q60140";"ar";"شبه قارة الهند"
"93";"Q27433";"fr";"Afrique centrale"
"94";"Q27433";"de";"Zentralafrika"
"95";"Q27433";"en";"Central Africa"
"96";"Q27433";"tr";"Orta Afrika"
"97";"Q27433";"ar";"وسط أفريقيا"
"98";"Q27407";"fr";"Afrique de l'Est"
"99";"Q27407";"de";"Ostafrika"
"100";"Q27407";"en";"East Africa"
"101";"Q27407";"en";"Eastern Africa"
"102";"Q27407";"tr";"Doğu Afrika"
"103";"Q27407";"ar";"شرق أفريقيا"
"104";"Q27407";"ar";"شرق إفريقيا"
"105";"Q27381";"fr";"Afrique du Nord"
"106";"Q27381";"de";"Nordafrika"
"107";"Q27381";"en";"North Africa"
"108";"Q27381";"en";"Northern Africa"
"109";"Q27381";"tr";"Kuzey Afrika"
"110";"Q27381";"ar";"شمال أفريقيا"
"111";"Q27381";"ar";"أفريقيا الشمالية"
"112";"Q4412";"fr";"Afrique de l'Ouest"
"113";"Q4412";"fr";"Afrique occidentale"
"114";"Q4412";"fr";"Ouest-africain"
"115";"Q4412";"fr";"Afrique de l’Ouest"
"116";"Q4412";"de";"Westafrika"
"117";"Q4412";"de";"Westliches Afrika"
"118";"Q4412";"en";"West Africa"
"119";"Q4412";"en";"Western Africa"
"120";"Q4412";"tr";"Batı Afrika"
"121";"Q4412";"ar";"غرب أفريقيا"
"122";"Q4412";"ar";"إفريقيا الغربية"
"123";"Q4412";"ar";"إفريقية الغربية"
"124";"Q4412";"ar";"الغرب الإفريقي"
"125";"Q4412";"ar";"غرب إفريقيا"
"126";"Q4412";"ar";"غربي أفريقيا"
"127";"Q4412";"ar";"أفريقيا الغربية"
"128";"Q210682";"fr";"Afrique-Occidentale française"
"129";"Q210682";"fr";"Afrique Occidentale Française"
"130";"Q210682";"fr";"Afrique occidentale francaise"
"131";"Q210682";"fr";"AOF"
"132";"Q210682";"de";"Französisch-Westafrika"
"133";"Q210682";"de";"Französisch Westafrika"
"134";"Q210682";"en";"French West Africa"
"135";"Q210682";"en";"Afrique occidentale française"
"136";"Q210682";"tr";"Fransız Batı Afrikası"
"137";"Q210682";"ar";"غرب أفريقيا الفرنسي"
"138";"Q132959";"fr";"Afrique subsaharienne"
"139";"Q132959";"fr";"Afrique Noire"
"140";"Q132959";"fr";"Afrique sub-saharienne"
"141";"Q132959";"fr";"Afrique noire"
"142";"Q132959";"de";"Subsahara-Afrika"
"143";"Q132959";"de";"Schwarzafrika"
"144";"Q132959";"de";"Afrika südlich der Sahara"
"145";"Q132959";"en";"Sub-Saharan Africa"
"146";"Q132959";"en";"sub-Saharan Africa"
"147";"Q132959";"en";"Negro Africa"
"148";"Q132959";"en";"Africa South of the Sahara"
"149";"Q132959";"en";"Black Africa"
"150";"Q132959";"tr";"Sahraaltı Afrika"
"151";"Q132959";"tr";"Sahraaltı Afrikası"
"152";"Q132959";"ar";"أفريقيا جنوب الصحراء"
"153";"Q132959";"ar";"افريقيا جنوب الصحراء"
"154";"Q132959";"ar";"مناطق القارة الأفريقية الواقعة جنوب الصحراء الكبرى"
"155";"Q132959";"ar";"دول جنوب إفريقيا"
"156";"Q132959";"ar";"إفريقيا السوداء"
"157";"Q132959";"ar";"أفريقيا السوداء"
"158";"Q132959";"ar";"إفريقيا جنوب الصحراء"
"159";"Q27394";"fr";"Afrique australe"
"160";"Q27394";"de";"Südliches Afrika"
"161";"Q27394";"de";"Südafrika"
"162";"Q27394";"en";"Southern Africa"
"163";"Q27394";"tr";"Güney Afrika"
"164";"Q27394";"ar";"أفريقيا الجنوبية"
"165";"Q27394";"ar";"إفريقيا الجنوبية"
"166";"Q27394";"ar";"جنوبي أفريقيا"
"167";"Q27394";"ar";"أفريقيا الجنوبيه"
"168";"Q27394";"ar";"جنوب أفريقيا (منطقة)"
"169";"Q27611";"fr";"Amérique centrale"
"170";"Q27611";"de";"Zentralamerika"
"171";"Q27611";"en";"Central America"
"172";"Q27611";"tr";"Orta Amerika"
"173";"Q27611";"ar";"أمريكا الوسطى"
"174";"Q12585";"fr";"Amérique latine"
"175";"Q12585";"de";"Lateinamerika"
"176";"Q12585";"de";"Latein-Amerikaner"
"177";"Q12585";"de";"Latein-Amerika"
"178";"Q12585";"de";"Lateinamerikaner"
"179";"Q12585";"de";"Iberoamerika"
"180";"Q12585";"en";"Latin America"
"181";"Q12585";"en";"LatAm"
"182";"Q12585";"tr";"Latin Amerika"
"183";"Q12585";"ar";"أمريكا اللاتينية"
"184";"Q12585";"ar";"أمريكا اللاتينية والكاريبي"
"185";"Q49";"fr";"Amérique du Nord"
"186";"Q49";"fr";"Amérique du Nord (Q19464773) plus Amérique centrale (Q27611)"
"187";"Q49";"de";"Nordamerika"
"188";"Q49";"en";"North America"
"189";"Q49";"en";NA
"190";"Q49";"tr";"Kuzey Amerika"
"191";"Q49";"tr";"Kuzey Amerika kıtası"
"192";"Q49";"ar";"أمريكا الشمالية"
"193";"Q49";"ar";"أميركا الشمالية"
"194";"Q2017699";"fr";"Amérique septentrionale"
"195";"Q2017699";"fr";"Amérique du Nord"
"196";"Q2017699";"de";"Nordamerika"
"197";"Q2017699";"en";"Northern America"
"198";"Q2017699";"tr";NA
"199";"Q2017699";"ar";"شمال أمريكا"
"200";"Q18";"fr";"Amérique du Sud"
"201";"Q18";"fr";"Amérique méridionale"
"202";"Q18";"de";"Südamerika"
"203";"Q18";"de";"Süd-Amerika"
"204";"Q18";"en";"South America"
"205";"Q18";"tr";"Güney Amerika"
"206";"Q18";"tr";"Güney Amerika kıtası"
"207";"Q18";"ar";"أمريكا الجنوبية"
"208";"Q27275";"fr";"Asie centrale"
"209";"Q27275";"de";"Zentralasien"
"210";"Q27275";"de";"Mittelasien"
"211";"Q27275";"en";"Central Asia"
"212";"Q27275";"tr";"Orta Asya"
"213";"Q27275";"ar";"آسيا الوسطى"
"214";"Q27231";"fr";"Asie de l'Est"
"215";"Q27231";"fr";"Asie orientale"
"216";"Q27231";"de";"Ostasien"
"217";"Q27231";"en";"East Asia"
"218";"Q27231";"en";"Eastern Asia"
"219";"Q27231";"tr";"Doğu Asya"
"220";"Q27231";"ar";"شرق آسيا"
"221";"Q12824780";"fr";"Asie mineure"
"222";"Q12824780";"fr";"Anatolie"
"223";"Q12824780";"de";"Kleinasien"
"224";"Q12824780";"en";"Asia Minor"
"225";"Q12824780";"en";"Anatolian Peninsula"
"226";"Q12824780";"en";"Anatolia"
"227";"Q12824780";"en";"Asian Turkey"
"228";"Q12824780";"tr";"Anadolu"
"229";"Q12824780";"tr";"Anadolu Yarımadası"
"230";"Q12824780";"tr";"Küçük Asya"
"231";"Q12824780";"ar";"آسيا الصغرى"
"232";"Q27293";"fr";"Asie de l'Ouest"
"233";"Q27293";"de";"Vorderasien"
"234";"Q27293";"de";"Westasien"
"235";"Q27293";"en";"Western Asia"
"236";"Q27293";"en";"West Asia"
"237";"Q27293";"en";"Southwestern Asia"
"238";"Q27293";"en";"Southwest Asia"
"239";"Q27293";"tr";"Güneybatı Asya"
"240";"Q27293";"ar";"غرب آسيا"
"241";"Q27293";"ar";"جنوب غرب أسيا"
"242";"Q27293";"ar";"غرب القارة الآسيوية"
"243";"Q27293";"ar";"آسيا الغربية"
"244";"Q27293";"ar";"جنوب غرب آسيا"
"245";"Q27293";"ar";"غربي آسيا"
"246";"Q27293";"ar";"غرب اسيا"
"247";"Q771405";"fr";"Asie du Sud"
"248";"Q771405";"de";"Südasien"
"249";"Q771405";"en";"South Asia"
"250";"Q771405";"en";"Southern Asia"
"251";"Q771405";"tr";"Güney Asya"
"252";"Q771405";"ar";"جنوب آسيا"
"253";"Q771405";"ar";"جنوب اسيا"
"254";"Q771405";"ar";"آسيا الجنوبية"
"255";"Q771405";"ar";"جنوبي آسيا"
"256";"Q11708";"fr";"Asie du Sud-Est"
"257";"Q11708";"fr";"Sud-Est asiatique"
"258";"Q11708";"de";"Südostasien"
"259";"Q11708";"de";"Südöstliches Asien"
"260";"Q11708";"de";"Süd-Ost-Asien"
"261";"Q11708";"en";"Southeast Asia"
"262";"Q11708";"en";"Southeastern Asia"
"263";"Q11708";"en";"South-east Asia"
"264";"Q11708";"en";"South East Asia"
"265";"Q11708";"en";"SE Asia"
"266";"Q11708";"en";"Asia, Southeastern"
"267";"Q11708";"tr";"Güneydoğu Asya"
"268";"Q11708";"ar";"جنوب شرق آسيا"
"269";"Q27509";"fr";"Europe centrale"
"270";"Q27509";"de";"Mitteleuropa"
"271";"Q27509";"de";"Zentraleuropa"
"272";"Q27509";"en";"Central Europe"
"273";"Q27509";"tr";"Orta Avrupa"
"274";"Q27509";"ar";"أوروبا الوسطى"
"275";"Q900636";"fr";"Europe centrale et orientale"
"276";"Q900636";"de";"Mittel- und Osteuropa"
"277";"Q900636";"de";"CEE"
"278";"Q900636";"de";"MOEL"
"279";"Q900636";"en";"Central and Eastern Europe"
"280";"Q900636";"en";"CEE"
"281";"Q900636";"en";"CEED Institute"
"282";"Q900636";"tr";NA
"283";"Q900636";"ar";"أوروبا الوسطى والشرقية"
"284";"Q16389571";"fr";"Europe médiane"
"285";"Q16389571";"de";"Ostmitteleuropa"
"286";"Q16389571";"en";"East-Central Europe"
"287";"Q16389571";"tr";NA
"288";"Q16389571";"ar";"شرق ووسط أوروبا"
"289";"Q27468";"fr";"Europe de l'Est"
"290";"Q27468";"fr";"Europe oriental"
"291";"Q27468";"de";"Osteuropa"
"292";"Q27468";"en";"Eastern Europe"
"293";"Q27468";"tr";"Doğu Avrupa"
"294";"Q27468";"ar";"أوروبا الشرقية"
"295";"Q27479";"fr";"Europe du Nord"
"296";"Q27479";"de";"Nordeuropa"
"297";"Q27479";"en";"Northern Europe"
"298";"Q27479";"tr";"Kuzey Avrupa"
"299";"Q27479";"ar";"أوروبا الشمالية"
"300";"Q27496";"fr";"Europe de l'Ouest"
"301";"Q27496";"fr";"Europe occidentale"
"302";"Q27496";"de";"Westeuropa"
"303";"Q27496";"en";"Western Europe"
"304";"Q27496";"en";"West Europe"
"305";"Q27496";"tr";"Batı Avrupa"
"306";"Q27496";"ar";"أوروبا الغربية"
"307";"Q27496";"ar";"غرب أوروبا"
"308";"Q27449";"fr";"Europe du Sud"
"309";"Q27449";"de";"Südeuropa"
"310";"Q27449";"en";"Southern Europe"
"311";"Q27449";"en";"Europe, Southern"
"312";"Q27449";"tr";"Güney Avrupa"
"313";"Q27449";"ar";"أوروبا الجنوبية"
"314";"Q27449";"ar";"جنوب أوروبا"
"315";"Q263686";"fr";"Europe du Sud-Est"
"316";"Q263686";"de";"Südosteuropa"
"317";"Q263686";"en";"Southeast Europe"
"318";"Q263686";"en";"southeastern Europe"
"319";"Q263686";"tr";"Güneydoğu Avrupa"
"320";"Q263686";"ar";"جنوب شرق أوروبا"
"321";"Q66065";"fr";"Sahel"
"322";"Q66065";"fr";"Sahel africain"
"323";"Q66065";"fr";"Afrique sub-sahélienne"
"324";"Q66065";"de";"Sahelzone"
"325";"Q66065";"de";"Sahel-Zone"
"326";"Q66065";"en";"Sahel"
"327";"Q66065";"tr";"Sahel"
"328";"Q66065";"ar";"الساحل"
"329";"Q66065";"ar";"الساحل الإفريقي"
"330";"Q66065";"ar";"منطقة الساحل"
"331";"Q66065";"ar";"الساحل الأفريقي"
"332";"Q6583";"fr";"Sahara"
"333";"Q6583";"fr";"désert du Sahara"
"334";"Q6583";"de";"Sahara"
"335";"Q6583";"en";"Sahara"
"336";"Q6583";"en";"aṣ-Ṣaḥrāʾ al-Kubrā"
"337";"Q6583";"en";"The Sahara"
"338";"Q6583";"tr";"Sahra"
"339";"Q6583";"tr";"Büyük Sahra"
"340";"Q6583";"ar";"الصحراء الكبرى"
"341";"Q2841453";"fr";"Amazonie"
"342";"Q2841453";"de";"Amazonien"
"343";"Q2841453";"en";"Amazonia"
"344";"Q2841453";"en";"Amazon River Region"
"345";"Q2841453";"en";"Amazon Region"
"346";"Q2841453";"tr";NA
"347";"Q2841453";"ar";NA
"348";"Q5456";"fr";"cordillère des Andes"
"349";"Q5456";"de";"Anden"
"350";"Q5456";"en";"Andes"
"351";"Q5456";"en";"Andes mountains"
"352";"Q5456";"en";"Andes mountain range"
"353";"Q5456";"en";"Ecuadorian Andes"
"354";"Q5456";"tr";"And Dağları"
"355";"Q5456";"ar";"أنديز"
"356";"Q5456";"ar";"الأنديز"
"357";"Q5456";"ar";"الانديز"
"358";"Q5456";"ar";"جبال الأنديز"
"359";"Q5456";"ar";"جبال الانديز"
"360";"Q5456";"ar";"جبال الإنديز"
"361";"Q5456";"ar";"انديز"
"362";"Q1286";"fr";"Alpes"
"363";"Q1286";"de";"Alpen"
"364";"Q1286";"en";"Alps"
"365";"Q1286";"en";"European Alps"
"366";"Q1286";"en";"Central European Alps"
"367";"Q1286";"en";"Alpine"
"368";"Q1286";"en";"Alpeia"
"369";"Q1286";"en";"Alpeis"
"370";"Q1286";"tr";"Alpler"
"371";"Q1286";"ar";"الألب"
"372";"Q1286";"ar";"الب"
"373";"Q1286";"ar";"جبال الألب"
"374";"Q1286";"ar";"جبال الآلب"
"375";"Q1286";"ar";"الآلب"
"376";"Q1286";"ar";"ألب"
"377";"Q1286";"ar";"سلسلة جبال الألب"
"378";"Q1286";"ar";"جبال الألب السويسرية"
"379";"Q5463";"fr";"montagnes Rocheuses"
"380";"Q5463";"fr";"Rocheuses"
"381";"Q5463";"de";"Rocky Mountains"
"382";"Q5463";"de";"Felsengebirge"
"383";"Q5463";"de";"Rockies"
"384";"Q5463";"en";"Rocky Mountains"
"385";"Q5463";"en";"Rockies"
"386";"Q5463";"en";"The Rockies"
"387";"Q5463";"tr";"Rocky Dağları"
"388";"Q5463";"ar";"جبال روكي"
"389";"Q5463";"ar";"جبال الروكي"
"390";"Q18869";"fr";"Caucase"
"391";"Q18869";"de";"Kaukasus"
"392";"Q18869";"en";"Caucasus"
"393";"Q18869";"en";"Caucasia"
"394";"Q18869";"tr";"Kafkasya"
"395";"Q18869";"tr";"Kafkaslar"
"396";"Q18869";"tr";"Kafkas"
"397";"Q18869";"tr";"Kafkasistan"
"398";"Q18869";"ar";"القوقاز"
"399";"Q18869";"ar";"قفقاسيا"
"400";"Q18869";"ar";"قوقاز"
"401";"Q18869";"ar";"بلاد القبق"
"402";"Q18869";"ar";"القفقاز"
"403";"Q18869";"ar";"القفقاس"
"404";"Q18869";"ar";"قفقاس"
"405";"Q5451";"fr";"Himalaya"
"406";"Q5451";"fr";"chaîne de l'Himalaya"
"407";"Q5451";"de";"Himalaya"
"408";"Q5451";"de";"Himalaja"
"409";"Q5451";"en";"Himalayas"
"410";"Q5451";"en";"Himalaya"
"411";"Q5451";"en";"Himalayan Mountains"
"412";"Q5451";"en";"Himalaya Mountains"
"413";"Q5451";"en";"The Himalayas"
"414";"Q5451";"tr";"Himalaya Dağları"
"415";"Q5451";"ar";"هيمالايا"
"416";"Q23522";"fr";"Balkans"
"417";"Q23522";"fr";"Péninsule balkanique"
"418";"Q23522";"fr";"Les balkans"
"419";"Q23522";"fr";"Péninsule des Balkans"
"420";"Q23522";"fr";"Balkanique"
"421";"Q23522";"de";"Balkanhalbinsel"
"422";"Q23522";"de";"Balkanstaaten"
"423";"Q23522";"de";"Balkan"
"424";"Q23522";"en";"Balkans"
"425";"Q23522";"en";"Balkanoid"
"426";"Q23522";"en";"Balkan peninsula"
"427";"Q23522";"en";"South Balkan area"
"428";"Q23522";"en";"Balkan Pennisula"
"429";"Q23522";"en";"The Balkans"
"430";"Q23522";"en";"Balkans peninsula"
"431";"Q23522";"en";"Balkins"
"432";"Q23522";"en";"Balkan"
"433";"Q23522";"en";"Balkan penninsula"
"434";"Q23522";"en";"Balkan States"
"435";"Q23522";"en";"Peninsula of Haemus"
"436";"Q23522";"en";"Haemus Peninsula"
"437";"Q23522";"en";"Balcans"
"438";"Q23522";"en";"Balkan countries"
"439";"Q23522";"en";"Balkan Peninisula"
"440";"Q23522";"tr";"Balkanlar"
"441";"Q23522";"tr";"Güneydoğu Avrupa"
"442";"Q23522";"tr";"Balkan yarımadası"
"443";"Q23522";"tr";"Balkan ülkeleri"
"444";"Q23522";"ar";"البلقان"
"445";"Q23522";"ar";"جنوب شرقي أوروبا"
"446";"Q23522";"ar";"شبه جزيرة البلقان"
"447";"Q23522";"ar";"بلقان"
"448";"Q23522";"ar";"دول البلقان"
"449";"Q23522";"ar";"جنوب شرق أوروبا"
"450";"Q23522";"ar";"بلقاني"
"451";"Q503282";"fr";"Machrek"
"452";"Q503282";"fr";"Machreq"
"453";"Q503282";"fr";"Mashreq"
"454";"Q503282";"fr";"Mashrek"
"455";"Q503282";"de";"Maschrek"
"456";"Q503282";"de";"Maschrik"
"457";"Q503282";"de";"Mashreq"
"458";"Q503282";"de";"Mashrek"
"459";"Q503282";"de";"Maschriq"
"460";"Q503282";"en";"Mashriq"
"461";"Q503282";"tr";"Maşrek"
"462";"Q503282";"ar";"المشرق العربي"
"463";"Q503282";"ar";"مشرق عربي"
"464";"Q28227";"fr";"Maghreb"
"465";"Q28227";"fr";"Petit Maghreb"
"466";"Q28227";"fr";"Grand Maghreb"
"467";"Q28227";"fr";"Maghrébines"
"468";"Q28227";"fr";"pays du Maghreb"
"469";"Q28227";"fr";"Al-Maghreb Al-Arabi"
"470";"Q28227";"fr";"Maghreb arabe"
"471";"Q28227";"de";"Maghreb"
"472";"Q28227";"de";"Magreb"
"473";"Q28227";"de";"Maghreb-Länder"
"474";"Q28227";"de";"Al-Maghrib"
"475";"Q28227";"de";"Maghrebländer"
"476";"Q28227";"de";"Maghrebstaaten"
"477";"Q28227";"de";"Maghrib"
"478";"Q28227";"en";"Maghreb"
"479";"Q28227";"en";"Al-Maghrib"
"480";"Q28227";"en";"Al-Maghrib Al-Arabi"
"481";"Q28227";"en";"Algeria"
"482";"Q28227";"en";"Arab Maghreb"
"483";"Q28227";"tr";"Mağrip"
"484";"Q28227";"tr";"Magrip"
"485";"Q28227";"ar";"المغرب العربي"
"486";"Q28227";"ar";"المنطقة المغاربية"
"487";"Q28227";"ar";"المغرب العربي الكبير"
"488";"Q28227";"ar";"مغرب عربي"
"489";"Q28227";"ar";"المغارب"
"490";"Q28227";"ar";"منطقة مغاربية"
"491";"Q28227";"ar";"المغاربية"
"492";"Q28227";"ar";"دول المغرب العربي"
"493";"Q28227";"ar";"بلاد المغرب العربي"
"494";"Q28227";"ar";"مغرب"
"495";"Q28227";"ar";"بلدان المغرب العربي"
"496";"Q28227";"ar";"بلاد المغرب"
"497";"Q7204";"fr";"Moyen-Orient"
"498";"Q7204";"de";"Mittlerer Osten"
"499";"Q7204";"de";"Vorderer Orient"
"500";"Q7204";"de";"Nahost"
"501";"Q7204";"en";"Middle East"
"502";"Q7204";"en";"Middle East, Mideast"
"503";"Q7204";"en";"Near East"
"504";"Q7204";"en";"West Asia"
"505";"Q7204";"en";"Western Asia"
"506";"Q7204";"en";"Mid East"
"507";"Q7204";"tr";"Orta Doğu"
"508";"Q7204";"ar";"الشرق الأوسط"
"509";"Q7204";"ar";"العنصر المتوسطي الشرقي"
"510";"Q48214";"fr";"Proche-Orient"
"511";"Q48214";"fr";"Proche Orient"
"512";"Q48214";"fr";"Asie Antérieure"
"513";"Q48214";"de";"Naher Osten"
"514";"Q48214";"de";"Vorderasien"
"515";"Q48214";"en";"Near East"
"516";"Q48214";"tr";"Yakın Doğu"
"517";"Q48214";"tr";"Near East"
"518";"Q48214";"tr";"Yakındoğu"
"519";"Q48214";"ar";"شرق أدنى"
"520";"Q48214";"ar";"الشرق الأدنى"
"521";"Q48214";"ar";"شرق ادنى"
"522";"Q48214";"ar";"الشرق الادنى"
"523";"Q48214";"ar";"شرق أدني"
"524";"Q21195";"fr";"Scandinavie"
"525";"Q21195";"fr";"Scandinavienne"
"526";"Q21195";"fr";"Scandinavia"
"527";"Q21195";"fr";"Pays scandinave"
"528";"Q21195";"fr";"Scandinavien"
"529";"Q21195";"fr";"Pays scandinaves"
"530";"Q21195";"de";"Skandinavien"
"531";"Q21195";"de";"Scandinavia"
"532";"Q21195";"de";"Skandinavier"
"533";"Q21195";"en";"Scandinavia"
"534";"Q21195";"en";"Scandenavia"
"535";"Q21195";"en";"Scadanan"
"536";"Q21195";"en";"Scedeland"
"537";"Q21195";"en";"Skandenavia"
"538";"Q21195";"en";"Scandinavian civilization"
"539";"Q21195";"en";"Scadinavia"
"540";"Q21195";"en";"Skandinavia"
"541";"Q21195";"en";"Scadan"
"542";"Q21195";"en";"Skandinavien"
"543";"Q21195";"en";"Skandinavía"
"544";"Q21195";"en";"Codanovia"
"545";"Q21195";"en";"Scatenauge"
"546";"Q21195";"en";"Skanör"
"547";"Q21195";"en";"Scandinavian countries"
"548";"Q21195";"en";"Codanonia"
"549";"Q21195";"en";"Scatinavia"
"550";"Q21195";"en";"Scedenigge"
"551";"Q21195";"en";"Scandanan"
"552";"Q21195";"tr";"İskandinavya"
"553";"Q21195";"tr";"İskandinav ülkeleri"
"554";"Q21195";"tr";"İskandinav"
"555";"Q21195";"ar";"إسكندنافيا"
"556";"Q21195";"ar";"سكاندنافيا"
"557";"Q21195";"ar";"إسكندينافيا"
"558";"Q21195";"ar";"اسكندنافيا"
"559";"Q21195";"ar";"الدول الإسكندنافية"
"560";"Q21195";"ar";"سكاندانافيا"
"561";"Q21195";"ar";"سكندنافيا"
"562";"Q21195";"ar";"إلاسكندنافي"
"563";"Q21195";"ar";"دولة اسكندنافية"
"564";"Q21195";"ar";"دولة إسكندنافية"
"565";"Q21195";"ar";"دولة سكاندنافية"
"566";"Q21195";"ar";"الدول الاسكندينافية"
"567";"Q21195";"ar";"الإسكندنافية"
"568";"Q21195";"ar";"اسكدنافيا"
"569";"Q21195";"ar";"دول إسكندنافية"
"570";"Q21195";"ar";"الدول الاسكندنافية"
"571";"Q21195";"ar";"دول سكاندنافية"
"572";"Q21195";"ar";"دول اسكندنافية"
"573";"Q664609";"fr";"Caraïbes"
"574";"Q664609";"fr";"Caraïbe"
"575";"Q664609";"fr";"espace caraïbe"
"576";"Q664609";"fr";"espace des Caraïbes"
"577";"Q664609";"de";"Karibik"
"578";"Q664609";"en";"Caribbean"
"579";"Q664609";"en";"The Caribbean"
"580";"Q664609";"en";"Caribbean region"
"581";"Q664609";"tr";"Karayipler"
"582";"Q664609";"ar";"الكاريبي"
"583";"Q166131";"fr";"Antilles"
"584";"Q166131";"fr";"archipel des Antilles"
"585";"Q166131";"fr";"Les Antilles"
"586";"Q166131";"fr";"Iles des Caraïbes"
"587";"Q166131";"de";"Antillen"
"588";"Q166131";"en";"Antilles"
"589";"Q166131";"tr";"Antiller"
"590";"Q166131";"ar";"جزر الأنتيل"
"591";"Q166131";"ar";"الانتيل"
"592";"Q166131";"ar";"انتيل"
"593";"Q166131";"ar";"الأنتيل"
"594";"Q166131";"ar";"أنتيل"
"595";"Q93259";"fr";"Petites Antilles"
"596";"Q93259";"de";"Kleine Antillen"
"597";"Q93259";"en";"Lesser Antilles"
"598";"Q93259";"en";"Caribbees"
"599";"Q93259";"tr";"Küçük Antiller"
"600";"Q93259";"ar";"جزر الأنتيل الصغرى"
"601";"Q128011";"fr";"Grandes Antilles"
"602";"Q128011";"de";"Große Antillen"
"603";"Q128011";"de";"Grosse Antillen"
"604";"Q128011";"en";"Greater Antilles"
"605";"Q128011";"tr";"Büyük Antiller"
"606";"Q128011";"ar";"جزر الأنتيل الكبرى"
"607";"Q128011";"ar";"الأنتيل الكبرى"
"608";"Q37394";"fr";"Mélanésie"
"609";"Q37394";"fr";"Mélanésienne"
"610";"Q37394";"fr";"Melanesie"
"611";"Q37394";"fr";"Mélanésien"
"612";"Q37394";"fr";"Mélanésiens"
"613";"Q37394";"de";"Melanesien"
"614";"Q37394";"de";"Melanesisch"
"615";"Q37394";"en";"Melanesia"
"616";"Q37394";"tr";"Melanezya"
"617";"Q37394";"ar";"ميلانيزيا"
"618";"Q37394";"ar";"ميلانيسيا"
"619";"Q35942";"fr";"Polynésie"
